start,duration,count
40.24,0.44999999999999574,1
40.69,1.4699999999999989,0
42.16,0.8300000000000054,1
42.99,0.259999999999998,0
43.25,0.11999999999999744,1
43.37,0.05000000000000426,2
43.42,0.3500000000000014,1
43.77,0.02999999999999403,2
43.8,0.29000000000000625,1
44.09,0.6999999999999957,0
44.79,2.3900000000000006,1
47.18,1.1099999999999994,0
48.29,0.480000000000004,1
48.77,0.5,0
49.27,6.329999999999998,1
55.6,0.36999999999999744,2
55.97,12.730000000000004,1
68.7,1.269999999999996,0
69.97,9.070000000000007,1
79.04,2.339999999999989,0
81.38,6.820000000000007,1
88.2,1.5499999999999972,0
89.75,11.219999999999999,1
100.97,0.9899999999999949,0
101.96,2.200000000000003,1
104.16,1.4000000000000057,0
105.56,11.200000000000003,1
116.76,1.009999999999991,0
117.77,12.269999999999996,1
130.04,0.75,0
130.79,6.710000000000008,1
137.5,1.1800000000000068,0
138.68,4.469999999999999,1
143.15,0.9300000000000068,0
144.08,0.12999999999999545,1
144.21,1.2399999999999807,0
145.45,6.110000000000014,1
151.56,1.4699999999999989,0
153.03,7.310000000000002,1
160.34,1.079999999999984,0
161.42,11.230000000000018,1
172.65,1.1999999999999886,0
173.85,9.879999999999995,1
183.73,1.200000000000017,0
184.93,6.509999999999991,1
191.44,1.9399999999999977,0
193.38,10.170000000000016,1
203.55,1.1299999999999955,0
204.68,3.859999999999985,1
208.54,1.7199999999999989,0
210.26,3.480000000000018,1
213.74,1.1399999999999864,2
214.88,13.680000000000007,1
228.56,1.5300000000000011,0
230.09,17.849999999999994,1
247.94,2.280000000000001,0
250.22,6.77000000000001,1
256.99,1.0500000000000114,0
258.04,6.759999999999991,1
264.8,1.0299999999999727,0
265.83,11.390000000000043,1
277.22,0.08999999999997499,0
277.31,0.5099999999999909,1
277.82,1.2699999999999818,0
279.09,4.990000000000009,1
284.08,0.18999999999999773,2
284.27,0.020000000000038654,3
284.29,0.2699999999999818,2
284.56,0.12000000000000455,1
284.68,0.39999999999997726,2
285.08,1.5400000000000205,1
286.62,0.25,0
286.87,10.45999999999998,1
297.33,1.9300000000000068,2
299.26,0.4900000000000091,1
299.75,0.22000000000002728,0
