start,end,duration,count
21.74,25.07,3.330000000000002,1
25.07,26.45,1.379999999999999,0
26.45,26.8,0.3500000000000014,1
26.8,34.53,7.73,0
34.53,40.63,6.100000000000001,1
40.63,42.06,1.4299999999999997,2
42.06,42.72,0.6599999999999966,1
42.72,47.22,4.5,0
47.22,47.65,0.4299999999999997,1
47.65,48.07,0.4200000000000017,2
48.07,50.03,1.9600000000000009,1
50.03,50.91,0.8799999999999955,0
50.91,53.46,2.5500000000000043,1
53.46,54.62,1.1599999999999966,0
54.62,57.92,3.3000000000000043,1
57.92,58.24,0.3200000000000003,2
58.24,58.62,0.37999999999999545,3
58.62,60.94,2.3200000000000003,2
60.94,61.45,0.5100000000000051,3
61.45,66.49,5.039999999999992,2
66.49,68.65,2.160000000000011,1
68.65,68.78,0.12999999999999545,0
68.78,71.34,2.5600000000000023,1
71.34,72.32,0.9799999999999898,2
72.32,72.58,0.2600000000000051,1
72.58,73.65,1.0700000000000074,2
73.65,74.38,0.7299999999999898,1
74.38,75.19,0.8100000000000023,2
75.19,75.91,0.7199999999999989,3
75.91,78.27,2.3599999999999994,2
78.27,89.09,10.820000000000007,1
89.09,90.49,1.3999999999999915,2
90.49,92.94,2.450000000000003,1
92.94,93.4,0.46000000000000796,2
93.4,95.44,2.039999999999992,1
95.44,97.18,1.740000000000009,2
97.18,97.66,0.47999999999998977,1
97.66,98.1,0.4399999999999977,0
98.1,99.87,1.7700000000000102,1
99.87,102.26,2.3900000000000006,2
102.26,102.87,0.6099999999999994,1
102.87,103.12,0.25,2
103.12,106.45,3.3299999999999983,1
106.45,110.22,3.769999999999996,2
110.22,110.64,0.4200000000000017,1
110.64,113.18,2.5400000000000063,2
113.18,114.26,1.0799999999999983,1
114.26,115.61,1.3499999999999943,2
115.61,118.54,2.930000000000007,1
118.54,118.95,0.4099999999999966,0
118.95,126.6,7.6499999999999915,1
126.6,126.88,0.28000000000000114,2
126.88,127.0,0.12000000000000455,3
127.0,127.21,0.20999999999999375,2
127.21,129.48,2.269999999999996,1
129.48,129.95,0.46999999999999886,2
129.95,131.18,1.2300000000000182,1
131.18,131.39,0.20999999999997954,2
131.39,132.03,0.6400000000000148,1
132.03,133.21,1.1800000000000068,2
133.21,137.67,4.4599999999999795,1
137.67,137.81,0.14000000000001478,2
137.81,142.24,4.430000000000007,1
142.24,144.09,1.8499999999999943,2
144.09,145.78,1.6899999999999977,1
145.78,146.01,0.22999999999998977,2
146.01,149.2,3.1899999999999977,1
149.2,149.36,0.160000000000025,2
149.36,149.95,0.589999999999975,1
149.95,150.23,0.28000000000000114,2
150.23,154.49,4.260000000000019,1
154.49,154.83,0.3400000000000034,2
154.83,157.28,2.4499999999999886,1
157.28,157.44,0.1599999999999966,2
157.44,159.36,1.920000000000016,1
159.36,159.96,0.5999999999999943,0
159.96,162.3,2.3400000000000034,1
162.3,162.79,0.4899999999999807,2
162.79,163.71,0.9200000000000159,3
163.71,164.64,0.9299999999999784,2
164.64,166.11,1.4700000000000273,1
166.11,169.39,3.2799999999999727,2
169.39,171.51,2.1200000000000045,1
171.51,171.87,0.36000000000001364,2
171.87,173.03,1.1599999999999966,3
173.03,173.2,0.1699999999999875,2
173.2,174.87,1.670000000000016,1
174.87,175.32,0.44999999999998863,2
175.32,175.58,0.2600000000000193,3
175.58,175.95,0.3699999999999761,2
175.95,179.37,3.420000000000016,1
179.37,179.62,0.25,2
179.62,181.85,2.2299999999999898,1
181.85,182.49,0.6400000000000148,2
182.49,184.35,1.8599999999999852,1
184.35,184.79,0.4399999999999977,0
184.79,196.56,11.77000000000001,1
196.56,196.96,0.4000000000000057,0
196.96,197.26,0.29999999999998295,1
197.26,198.85,1.5900000000000034,0
198.85,199.46,0.6100000000000136,1
199.46,200.66,1.1999999999999886,2
200.66,209.84,9.180000000000007,1
209.84,211.15,1.3100000000000023,0
211.15,221.81,10.659999999999997,1
221.81,222.27,0.46000000000000796,2
222.27,228.99,6.719999999999999,1
228.99,229.41,0.4199999999999875,2
229.41,229.5,0.09000000000000341,3
229.5,230.43,0.9300000000000068,2
230.43,234.82,4.389999999999986,1
