start,end,duration,count
0.08,0.34,0.26,1
0.34,0.48,0.13999999999999996,0
0.48,1.4,0.9199999999999999,1
1.4,1.5,0.10000000000000009,0
1.5,2.08,0.5800000000000001,1
2.08,5.96,3.88,0
5.96,6.23,0.27000000000000046,1
6.23,8.04,1.8099999999999987,0
8.04,19.24,11.2,1
19.24,19.49,0.25,2
19.49,30.39,10.900000000000002,1
30.39,30.74,0.34999999999999787,2
30.74,56.05,25.31,1
56.05,56.74,0.6900000000000048,0
56.74,73.16,16.419999999999995,1
73.16,73.4,0.2400000000000091,2
73.4,98.02,24.61999999999999,1
98.02,98.23,0.21000000000000796,2
98.23,110.0,11.769999999999996,1
110.0,110.39,0.39000000000000057,0
110.39,125.94,15.549999999999997,1
125.94,129.17,3.2299999999999898,0
129.17,129.98,0.8100000000000023,1
129.98,133.17,3.1899999999999977,0
133.17,135.93,2.7600000000000193,1
135.93,136.38,0.44999999999998863,2
136.38,138.61,2.230000000000018,1
138.61,139.06,0.44999999999998863,2
139.06,141.55,2.490000000000009,1
141.55,142.15,0.5999999999999943,2
142.15,147.27,5.1200000000000045,1
147.27,148.24,0.9699999999999989,2
148.24,152.06,3.819999999999993,1
152.06,152.71,0.6500000000000057,2
152.71,156.27,3.5600000000000023,1
156.27,156.57,0.29999999999998295,2
156.57,161.56,4.990000000000009,1
161.56,162.06,0.5,2
162.06,169.58,7.52000000000001,1
169.58,169.92,0.339999999999975,2
169.92,222.49,52.57000000000002,1
222.49,223.23,0.7399999999999807,0
223.23,224.43,1.200000000000017,1
224.43,225.45,1.0199999999999818,2
225.45,238.6,13.150000000000006,1
238.6,238.87,0.27000000000001023,2
238.87,239.09,0.21999999999999886,1
239.09,239.96,0.8700000000000045,2
239.96,250.38,10.419999999999987,1
250.38,250.63,0.25,2
250.63,270.83,20.19999999999999,1
270.83,271.25,0.4200000000000159,2
271.25,276.59,5.339999999999975,1
276.59,277.03,0.4399999999999977,2
277.03,282.47,5.440000000000055,1
282.47,283.03,0.5599999999999454,2
283.03,286.19,3.160000000000025,1
286.19,286.41,0.22000000000002728,0
286.41,296.12,9.70999999999998,1
296.12,296.32,0.19999999999998863,2
296.32,299.68,3.3600000000000136,1
299.68,301.04,1.3600000000000136,2
301.04,305.11,4.069999999999993,1
305.11,305.17,0.060000000000002274,0
305.17,307.08,1.9099999999999682,1
307.08,307.37,0.29000000000002046,2
307.37,307.43,0.060000000000002274,3
307.43,307.85,0.4200000000000159,2
307.85,313.65,5.7999999999999545,1
313.65,314.08,0.4300000000000068,2
314.08,327.95,13.870000000000005,1
327.95,328.05,0.10000000000002274,0
328.05,351.21,23.159999999999968,1
351.21,351.69,0.4800000000000182,2
351.69,352.91,1.2200000000000273,1
352.91,353.3,0.38999999999998636,2
353.3,358.28,4.979999999999961,1
358.28,358.56,0.28000000000002956,2
358.56,358.77,0.20999999999997954,1
358.77,358.88,0.11000000000001364,2
358.88,358.93,0.05000000000001137,1
358.93,360.29,1.3600000000000136,2
360.29,360.53,0.23999999999995225,1
360.53,360.83,0.30000000000001137,2
360.83,363.76,2.930000000000007,1
363.76,365.31,1.5500000000000114,2
365.31,366.38,1.0699999999999932,3
366.38,367.32,0.9399999999999977,2
367.32,370.39,3.069999999999993,1
370.39,370.75,0.36000000000001364,2
370.75,370.88,0.12999999999999545,3
370.88,374.22,3.340000000000032,2
374.22,379.73,5.509999999999991,1
379.73,380.26,0.5299999999999727,2
380.26,385.58,5.319999999999993,1
385.58,386.06,0.4800000000000182,2
386.06,387.59,1.5299999999999727,1
387.59,388.69,1.1000000000000227,2
388.69,393.73,5.0400000000000205,1
393.73,393.87,0.13999999999998636,2
393.87,394.99,1.1200000000000045,3
394.99,395.19,0.19999999999998863,2
395.19,399.48,4.2900000000000205,1
399.48,404.76,5.279999999999973,2
404.76,407.69,2.930000000000007,1
407.69,410.05,2.3600000000000136,2
410.05,412.37,2.319999999999993,1
412.37,413.59,1.2199999999999704,2
413.59,414.73,1.1400000000000432,1
414.73,415.22,0.4900000000000091,0
415.22,416.83,1.6099999999999568,1
416.83,418.08,1.25,2
418.08,422.45,4.3700000000000045,1
422.45,422.58,0.12999999999999545,0
422.58,424.63,2.0500000000000114,1
424.63,425.92,1.2900000000000205,2
425.92,432.14,6.21999999999997,1
432.14,432.26,0.12000000000000455,0
432.26,433.99,1.7300000000000182,1
433.99,434.28,0.2899999999999636,0
434.28,434.67,0.3900000000000432,1
434.67,434.87,0.19999999999998863,0
434.87,436.76,1.8899999999999864,1
436.76,437.01,0.25,0
437.01,439.21,2.1999999999999886,1
439.21,439.56,0.35000000000002274,2
439.56,440.65,1.089999999999975,1
440.65,444.45,3.8000000000000114,2
444.45,445.39,0.9399999999999977,1
445.39,445.69,0.30000000000001137,0
445.69,456.64,10.949999999999989,1
456.64,456.83,0.18999999999999773,2
456.83,472.05,15.220000000000027,1
472.05,472.16,0.11000000000001364,0
472.16,479.63,7.46999999999997,1
479.63,479.91,0.28000000000002956,2
479.91,484.96,5.0499999999999545,1
484.96,485.38,0.4200000000000159,2
485.38,486.43,1.0500000000000114,1
486.43,487.23,0.8000000000000114,2
487.23,489.2,1.9699999999999704,1
489.2,489.56,0.36000000000001364,2
489.56,491.87,2.3100000000000023,1
491.87,493.51,1.6399999999999864,2
493.51,493.92,0.410000000000025,3
493.92,495.05,1.1299999999999955,2
495.05,495.52,0.46999999999997044,3
495.52,496.14,0.6200000000000045,2
496.14,496.46,0.3199999999999932,1
496.46,497.22,0.7600000000000477,2
497.22,500.58,3.359999999999957,1
500.58,500.88,0.30000000000001137,2
500.88,501.08,0.19999999999998863,1
501.08,501.61,0.5300000000000296,2
501.61,510.22,8.610000000000014,1
510.22,510.38,0.15999999999996817,2
510.38,510.71,0.3299999999999841,3
510.71,510.92,0.21000000000003638,2
510.92,514.31,3.3899999999999295,1
514.31,514.74,0.43000000000006366,2
514.74,514.8,0.05999999999994543,1
514.8,514.87,0.07000000000005002,2
514.87,515.49,0.6200000000000045,1
515.49,516.25,0.7599999999999909,2
516.25,516.59,0.34000000000003183,3
516.59,518.12,1.5299999999999727,2
518.12,518.39,0.2699999999999818,3
518.39,518.65,0.2599999999999909,2
518.65,519.92,1.2699999999999818,1
519.92,520.21,0.2900000000000773,2
520.21,520.33,0.12000000000000455,3
520.33,521.77,1.4399999999999409,2
521.77,533.79,12.019999999999982,1
533.79,534.08,0.2900000000000773,2
534.08,534.55,0.4699999999999136,1
534.55,534.91,0.36000000000001364,2
534.91,560.61,25.700000000000045,1
560.61,561.95,1.3400000000000318,0
561.95,567.17,5.219999999999914,1
567.17,567.34,0.17000000000007276,2
567.34,567.46,0.12000000000000455,3
567.46,567.57,0.11000000000001364,2
567.57,569.8,2.2299999999999045,1
569.8,577.99,8.190000000000055,0
577.99,578.55,0.5599999999999454,1
578.55,579.76,1.2100000000000364,2
579.76,583.94,4.180000000000064,1
583.94,585.44,1.5,2
585.44,585.83,0.38999999999998636,3
585.83,587.43,1.599999999999909,2
587.43,587.97,0.5400000000000773,3
587.97,588.25,0.2799999999999727,2
588.25,588.56,0.30999999999994543,1
588.56,589.17,0.6100000000000136,2
589.17,593.04,3.8700000000000045,1
593.04,593.29,0.25,2
593.29,593.45,0.16000000000008185,1
593.45,594.02,0.5699999999999363,2
594.02,595.94,1.9200000000000728,1
595.94,609.92,13.979999999999905,0
609.92,610.22,0.3000000000000682,1
610.22,611.07,0.8500000000000227,2
611.07,613.63,2.5599999999999454,1
613.63,615.11,1.4800000000000182,2
615.11,628.15,13.039999999999964,1
628.15,631.8,3.6499999999999773,2
631.8,638.16,6.360000000000014,1
638.16,638.46,0.3000000000000682,2
638.46,639.61,1.1499999999999773,1
639.61,644.16,4.5499999999999545,0
644.16,649.72,5.560000000000059,1
649.72,650.26,0.5399999999999636,2
650.26,654.98,4.720000000000027,1
654.98,656.22,1.240000000000009,2
656.22,671.28,15.059999999999945,1
671.28,672.45,1.1700000000000728,2
672.45,675.95,3.5,1
675.95,677.0,1.0499999999999545,2
677.0,680.32,3.32000000000005,1
680.32,683.81,3.4899999999998954,2
683.81,691.74,7.930000000000064,1
691.74,691.91,0.16999999999995907,2
691.91,694.77,2.8600000000000136,3
694.77,696.83,2.060000000000059,2
696.83,705.95,9.120000000000005,1
705.95,706.28,0.32999999999992724,2
706.28,712.32,6.040000000000077,1
712.32,712.83,0.5099999999999909,2
712.83,718.54,5.709999999999923,1
718.54,719.57,1.0300000000000864,2
719.57,726.54,6.969999999999914,1
726.54,726.93,0.38999999999998636,2
726.93,731.83,4.900000000000091,1
731.83,733.17,1.3399999999999181,2
733.17,738.01,4.840000000000032,1
738.01,739.62,1.6100000000000136,2
739.62,741.22,1.6000000000000227,1
741.22,741.61,0.38999999999998636,2
741.61,747.43,5.819999999999936,1
747.43,748.61,1.1800000000000637,0
748.61,749.27,0.6599999999999682,1
749.27,749.51,0.2400000000000091,0
749.51,753.49,3.980000000000018,1
753.49,753.88,0.38999999999998636,0
753.88,756.72,2.840000000000032,1
756.72,756.9,0.17999999999994998,2
756.9,758.28,1.3799999999999955,1
758.28,760.96,2.6800000000000637,2
760.96,763.34,2.3799999999999955,1
763.34,763.69,0.35000000000002274,2
763.69,764.61,0.9199999999999591,1
764.61,764.88,0.2699999999999818,2
764.88,765.05,0.16999999999995907,1
765.05,765.38,0.3300000000000409,2
765.38,767.62,2.240000000000009,1
767.62,768.26,0.6399999999999864,2
768.26,769.07,0.8100000000000591,3
769.07,769.08,0.009999999999990905,2
769.08,770.4,1.3199999999999363,1
770.4,771.25,0.8500000000000227,2
771.25,771.41,0.15999999999996817,1
771.41,771.48,0.07000000000005002,0
771.48,791.42,19.93999999999994,1
791.42,792.01,0.5900000000000318,2
792.01,797.33,5.32000000000005,1
797.33,799.65,2.3199999999999363,2
799.65,829.12,29.470000000000027,1
829.12,829.54,0.4199999999999591,2
829.54,831.53,1.990000000000009,1
831.53,832.17,0.6399999999999864,0
832.17,837.36,5.190000000000055,1
837.36,837.92,0.5599999999999454,2
837.92,839.8,1.8799999999999955,1
839.8,840.27,0.4700000000000273,2
840.27,842.82,2.550000000000068,1
842.82,843.6,0.7799999999999727,2
843.6,846.72,3.1200000000000045,1
846.72,847.02,0.2999999999999545,2
847.02,848.66,1.6399999999999864,1
848.66,849.89,1.2300000000000182,2
849.89,851.61,1.7200000000000273,1
851.61,851.67,0.05999999999994543,0
851.67,860.03,8.360000000000014,1
860.03,860.4,0.37000000000000455,0
860.4,864.64,4.240000000000009,1
864.64,864.99,0.35000000000002274,2
864.99,866.33,1.3400000000000318,1
866.33,867.18,0.849999999999909,2
867.18,894.25,27.07000000000005,1
894.25,894.51,0.2599999999999909,2
894.51,894.85,0.34000000000003183,1
894.85,894.88,0.029999999999972715,2
894.88,895.19,0.3100000000000591,3
895.19,895.61,0.4199999999999591,2
895.61,897.68,2.0699999999999363,1
897.68,897.76,0.08000000000004093,2
897.76,898.07,0.3100000000000591,3
898.07,898.25,0.17999999999994998,2
898.25,900.06,1.8099999999999454,1
900.06,900.72,0.6600000000000819,2
900.72,902.75,2.0299999999999727,1
902.75,905.69,2.9400000000000546,2
905.69,908.4,2.7099999999999227,1
908.4,908.72,0.32000000000005,2
908.72,910.69,1.9700000000000273,1
910.69,912.3,1.6099999999999,2
912.3,913.5,1.2000000000000455,1
913.5,914.02,0.5199999999999818,2
914.02,917.31,3.2899999999999636,1
917.31,922.21,4.900000000000091,2
922.21,925.13,2.919999999999959,1
925.13,925.37,0.2400000000000091,2
925.37,934.86,9.490000000000009,1
934.86,935.12,0.2599999999999909,2
935.12,935.41,0.2899999999999636,1
935.41,936.14,0.7300000000000182,2
936.14,940.42,4.279999999999973,1
940.42,940.64,0.22000000000002728,0
940.64,941.69,1.0500000000000682,1
941.69,941.96,0.2699999999999818,0
941.96,949.18,7.219999999999914,1
949.18,949.44,0.2600000000001046,2
949.44,951.15,1.7099999999999227,1
951.15,951.56,0.40999999999996817,2
951.56,955.44,3.880000000000109,1
955.44,956.23,0.7899999999999636,2
956.23,956.44,0.21000000000003638,3
956.44,957.49,1.0499999999999545,2
957.49,964.48,6.990000000000009,1
964.48,967.23,2.75,2
967.23,967.57,0.34000000000003183,1
967.57,968.62,1.0499999999999545,2
968.62,968.8,0.17999999999994998,3
968.8,970.27,1.4700000000000273,2
970.27,971.81,1.5399999999999636,1
971.81,972.0,0.19000000000005457,2
972.0,972.21,0.21000000000003638,1
972.21,972.47,0.2599999999999909,0
972.47,976.53,4.059999999999945,1
976.53,976.8,0.2699999999999818,0
976.8,978.45,1.650000000000091,1
978.45,979.7,1.25,2
979.7,979.71,0.009999999999990905,3
979.71,980.62,0.9099999999999682,2
980.62,983.34,2.7200000000000273,1
983.34,983.65,0.30999999999994543,0
983.65,984.06,0.40999999999996817,1
984.06,988.99,4.930000000000064,0
988.99,992.51,3.519999999999982,1
992.51,994.55,2.0399999999999636,0
994.55,997.46,2.910000000000082,1
997.46,997.89,0.42999999999995,0
997.89,1009.43,11.539999999999964,1
1009.43,1010.1,0.6700000000000728,2
1010.1,1013.31,3.2099999999999227,1
1013.31,1013.49,0.18000000000006366,2
1013.49,1013.86,0.37000000000000455,3
1013.86,1014.38,0.5199999999999818,2
1014.38,1017.44,3.060000000000059,1
1017.44,1017.73,0.2899999999999636,2
1017.73,1020.58,2.8500000000000227,1
1020.58,1021.73,1.1499999999999773,2
1021.73,1029.35,7.619999999999891,1
1029.35,1030.16,0.8100000000001728,2
1030.16,1030.48,0.31999999999993634,3
1030.48,1033.42,2.9400000000000546,2
1033.42,1038.2,4.779999999999973,1
1038.2,1039.36,1.1599999999998545,2
1039.36,1039.69,0.3300000000001546,1
1039.69,1040.08,0.38999999999987267,2
1040.08,1040.86,0.7799999999999727,1
1040.86,1041.76,0.900000000000091,2
1041.76,1043.14,1.3800000000001091,1
1043.14,1043.16,0.01999999999998181,2
1043.16,1045.45,2.2899999999999636,1
1045.45,1045.87,0.4199999999998454,2
1045.87,1047.81,1.9400000000000546,1
1047.81,1048.46,0.650000000000091,2
1048.46,1058.55,10.089999999999918,1
1058.55,1059.06,0.5099999999999909,2
1059.06,1067.06,8.0,1
1067.06,1067.32,0.2599999999999909,2
1067.32,1067.37,0.049999999999954525,3
1067.37,1067.54,0.17000000000007276,2
1067.54,1072.24,4.7000000000000455,1
1072.24,1072.47,0.2300000000000182,2
1072.47,1076.48,4.009999999999991,1
1076.48,1076.99,0.5099999999999909,2
1076.99,1078.14,1.150000000000091,1
1078.14,1078.63,0.4900000000000091,2
1078.63,1085.99,7.3599999999999,1
1085.99,1086.83,0.8399999999999181,2
1086.83,1087.12,0.2899999999999636,3
1087.12,1087.85,0.7300000000000182,2
1087.85,1089.13,1.2800000000002,1
1089.13,1089.48,0.34999999999990905,2
1089.48,1094.62,5.139999999999873,1
1094.62,1094.87,0.25,2
1094.87,1094.88,0.010000000000218279,3
1094.88,1095.3,0.4199999999998454,2
1095.3,1100.42,5.120000000000118,1
1100.42,1103.8,3.3799999999998818,0
1103.8,1104.07,0.2699999999999818,1
1104.07,1104.56,0.4900000000000091,2
1104.56,1108.23,3.6700000000000728,1
1108.23,1108.37,0.13999999999987267,0
1108.37,1108.64,0.2700000000002092,1
1108.64,1109.84,1.199999999999818,0
