start,duration,count
0.0,7.81,0
7.81,34.36,1
42.17,0.7399999999999949,0
42.91,34.95,1
77.86,0.75,0
78.61,43.08,1
121.69,0.5499999999999972,0
122.24,17.810000000000016,1
140.05,0.18999999999999773,2
140.24,6.679999999999978,1
146.92,1.5,0
148.42,20.410000000000025,1
168.83,1.9199999999999875,0
170.75,32.74000000000001,1
203.49,0.6299999999999955,0
204.12,0.10999999999998522,1
204.23,0.30000000000001137,2
204.53,0.060000000000002274,1
204.59,1.3100000000000023,0
205.9,5.259999999999991,1
211.16,1.6800000000000068,0
212.84,0.44999999999998863,1
213.29,0.8300000000000125,0
214.12,12.549999999999983,1
226.67,0.13000000000002387,0
226.8,0.8100000000000023,1
227.61,0.7099999999999795,2
228.32,4.460000000000008,1
232.78,0.3499999999999943,2
233.13,2.1200000000000045,1
235.25,0.30000000000001137,2
235.55,0.4399999999999977,1
235.99,0.8499999999999943,2
236.84,0.3299999999999841,3
237.17,0.28000000000000114,2
237.45,1.0500000000000114,1
238.5,0.27000000000001023,2
238.77,0.04999999999998295,1
238.82,4.460000000000008,0
243.28,1.009999999999991,1
244.29,0.2400000000000091,2
244.53,1.7199999999999989,1
246.25,0.18999999999999773,2
246.44,0.020000000000010232,3
246.46,0.7699999999999818,2
247.23,0.2400000000000091,1
247.47,1.9099999999999966,0
249.38,2.3000000000000114,1
251.68,0.799999999999983,0
252.48,9.090000000000003,1
261.57,0.30000000000001137,2
261.87,2.8700000000000045,1
264.74,0.5399999999999636,0
265.28,0.6100000000000136,1
265.89,0.5600000000000023,2
266.45,2.3700000000000045,1
268.82,0.19999999999998863,2
269.02,3.3600000000000136,1
272.38,0.38999999999998636,2
272.77,0.410000000000025,1
273.18,4.490000000000009,0
277.67,0.5199999999999818,1
278.19,4.689999999999998,0
282.88,5.360000000000014,1
288.24,0.37999999999999545,2
288.62,2.589999999999975,1
291.21,0.4399999999999977,2
291.65,2.680000000000007,1
294.33,0.7700000000000387,2
295.1,0.37999999999999545,3
295.48,0.06999999999999318,2
295.55,1.9099999999999682,1
297.46,1.6299999999999955,0
299.09,7.340000000000032,1
306.43,0.6200000000000045,2
307.05,0.75,3
307.8,1.2099999999999795,2
309.01,4.8700000000000045,1
313.88,1.0900000000000318,2
314.97,0.39999999999997726,1
315.37,1.1999999999999886,2
316.57,3.170000000000016,1
319.74,0.44999999999998863,2
320.19,3.9399999999999977,1
324.13,0.7200000000000273,0
324.85,0.6099999999999568,1
325.46,0.1500000000000341,2
325.61,0.4399999999999977,1
326.05,0.3299999999999841,2
326.38,2.819999999999993,1
329.2,0.4600000000000364,2
329.66,4.019999999999982,1
333.68,0.21999999999997044,2
333.9,6.0,1
339.9,1.1299999999999955,2
341.03,5.390000000000043,1
346.42,2.669999999999959,0
349.09,1.3600000000000136,1
350.45,0.35000000000002274,2
350.8,0.7799999999999727,1
351.58,1.3199999999999932,0
352.9,1.3600000000000136,1
354.26,7.3700000000000045,0
361.63,0.4700000000000273,1
362.1,0.8899999999999864,0
362.99,5.279999999999973,1
368.27,0.18999999999999773,2
368.46,7.7000000000000455,1
376.16,0.9699999999999704,0
377.13,0.03000000000002956,1
377.16,0.5299999999999727,2
377.69,0.9900000000000091,1
378.68,1.1999999999999886,0
379.88,2.6499999999999773,1
382.53,0.17000000000001592,2
382.7,1.079999999999984,3
383.78,1.2300000000000182,2
385.01,1.6100000000000136,1
