start,duration
5.211,1.0759999999999996
8.63,4.526999999999999
13.872,6.690000000000001
22.089,9.954
38.492,0.6290000000000049
41.445,2.826999999999998
67.409,0.6699999999999875
75.999,0.8539999999999992
77.12,16.703999999999994
94.4,1.6479999999999961
110.672,0.6240000000000094
112.432,5.5660000000000025
120.416,8.332999999999998
129.52,0.22399999999998954
133.168,0.8479999999999848
139.024,0.5120000000000005
141.888,0.2879999999999825
143.241,2.454999999999984
159.472,31.167999999999978
192.064,4.8799999999999955
198.432,59.904000000000025
258.368,12.22399999999999
271.776,2.173000000000002
277.116,1.5080000000000382
279.888,49.37600000000003
329.803,5.237000000000023
337.12,1.254000000000019
339.312,3.26400000000001
343.597,0.7390000000000327
345.52,0.9279999999999973
347.888,18.624000000000024
366.784,0.46399999999999864
368.8,15.360000000000014
384.482,1.58299999999997
386.725,5.7549999999999955
393.226,1.3940000000000055
398.24,10.255999999999972
409.504,54.77099999999996
465.776,0.35499999999996135
467.368,1.3999999999999773
469.864,1.2520000000000095
472.188,9.675999999999988
482.066,4.590000000000032
487.008,13.28000000000003
501.696,2.905999999999949
506.298,0.6739999999999782
506.976,27.360000000000014
535.68,0.8799999999999955
537.755,3.2369999999999663
541.024,51.27999999999997
593.312,2.703999999999951
597.344,4.125
601.68,37.77600000000007
640.553,1.447999999999979
643.856,1.1040000000000418
646.928,3.9840000000000373
655.664,0.2559999999999718
662.464,2.8479999999999563
665.632,0.32000000000005
666.266,14.646000000000072
681.568,5.440000000000055
689.057,14.047000000000025
704.208,4.3840000000000146
709.536,17.232000000000085
727.36,5.5359999999999445
733.303,3.5130000000000337
739.86,0.5049999999999955
741.376,4.32000000000005
747.671,0.6329999999999245
748.816,6.319999999999936
755.664,0.8479999999999563
757.744,7.935999999999922
766.256,16.76800000000003
784.096,46.24000000000001
830.64,9.776000000000067
842.64,6.499000000000024
849.424,0.2400000000000091
850.176,6.671999999999912
858.246,40.73000000000002
899.024,0.8319999999999936
900.304,2.4320000000000164
902.896,1.504000000000019
906.032,2.661999999999921
909.92,0.4800000000000182
910.592,2.816000000000031
914.8,2.608000000000061
917.728,13.024000000000001
933.808,10.960000000000036
945.04,1.6800000000000637
946.736,17.823999999999955
965.36,5.644999999999982
990.208,42.51200000000006
1034.112,8.895999999999958
1043.296,34.33600000000001
1078.72,31.728000000000065
1111.68,17.663999999999987
1129.632,2.7519999999999527
1133.264,9.660000000000082
1143.504,15.600000000000136
1160.416,2.7840000000001055
1165.232,1.0399999999999636
1167.28,23.935999999999922
1191.647,8.480999999999995
1201.872,4.063999999999851
1207.788,8.163999999999987
1217.104,8.495999999999867
1226.848,0.5440000000000964
1228.528,7.420000000000073
1236.239,8.144999999999982
1246.229,8.826999999999998
1257.088,6.847999999999956
1265.904,8.559999999999945
1274.72,5.05600000000004
1280.832,2.1440000000000055
1284.448,28.975999999999885
1315.84,0.7100000000000364
1328.064,0.5119999999999436
1333.616,5.6159999999999854
1339.554,0.6219999999998436
1340.24,4.52800000000002
1346.109,41.603000000000065
1388.88,36.06399999999985
1425.424,2.6720000000000255
1428.944,16.92800000000011
1446.854,3.1299999999998818
1450.256,16.863999999999805
1467.2,3.7280000000000655
1471.607,5.113000000000056
1476.96,5.104000000000042
1482.752,18.65599999999995
1503.467,14.036999999999807
1518.496,0.6239999999997963
1519.168,10.52800000000002
1530.224,9.327999999999975
1539.68,12.127999999999929
1553.567,14.257000000000062
1569.136,70.25600000000009
1640.0,35.81899999999996
1676.848,0.5599999999999454
1680.714,0.7400000000000091
1681.808,0.5440000000000964
1683.504,0.8160000000000309
1685.872,33.43999999999983
1720.08,2.8480000000001837
1724.256,0.737999999999829
1728.968,0.46499999999991815
1729.872,2.591999999999871
1733.76,9.486000000000104
1743.325,13.698999999999842
1758.416,1.0240000000001146
1760.544,11.295999999999822
1772.432,2.768000000000029
1776.64,1.0079999999998108
1777.696,8.336000000000013
1786.64,17.519999999999982
1805.072,1.9519999999999982
1808.816,0.4639999999999418
1810.688,22.255999999999858
1836.032,1.8400000000001455
1838.528,0.38400000000001455
1839.744,0.3040000000000873
1840.374,0.4379999999998745
1841.632,0.4639999999999418
1843.764,27.451999999999998
1873.024,12.560000000000173
1887.008,8.41599999999994
1897.248,28.447999999999865
1926.96,25.791999999999916
1954.656,2.52800000000002
1957.312,10.704000000000178
1969.312,14.150000000000091
1985.104,0.2559999999998581
1986.947,11.581000000000131
2000.535,2.120999999999867
2004.4,5.343999999999824
2009.952,0.7519999999999527
2010.928,12.863999999999805
2024.544,0.36799999999993815
2025.072,4.6400000000001
2030.112,0.6240000000000236
2031.136,18.65599999999995
2052.16,3.0720000000001164
2056.864,1.0239999999998872
2058.573,4.643000000000029
2063.52,1.5459999999998217
2067.632,1.456000000000131
2071.447,2.20699999999988
2074.293,3.018999999999778
2078.976,3.88799999999992
2083.071,3.3450000000002547
2087.456,1.2799999999997453
2090.096,0.41600000000016735
2090.976,0.9919999999997344
2093.632,6.527999999999793
2103.472,1.199999999999818
2106.784,40.17599999999993
2147.456,0.3040000000000873
2147.859,4.413000000000011
2155.072,10.384000000000015
2165.92,0.2719999999999345
2166.464,7.2159999999998945
2176.496,3.8649999999997817
2181.424,1.5520000000001346
2184.112,5.423999999999978
2189.696,4.907000000000153
2196.816,7.040000000000418
2204.896,0.8159999999998035
2207.52,15.711999999999989
2223.552,11.935999999999694
2235.856,11.759999999999764
2248.789,14.570999999999913
2263.488,3.680000000000291
2267.728,2.393999999999778
2272.816,1.0880000000001928
2274.752,2.288000000000011
2285.323,9.813000000000102
2296.649,5.527000000000044
2303.696,12.847999999999956
2317.568,1.2419999999997344
2320.08,11.215999999999894
2332.864,4.527999999999793
2337.988,0.5080000000002656
2338.88,2.799999999999727
2350.32,2.5119999999997162
2353.52,7.760000000000218
2362.464,2.9470000000001164
2366.16,1.2820000000001528
2369.243,0.5170000000002801
