start,duration
18.72,44.781
64.326,29.450000000000003
98.592,17.007999999999996
116.632,34.66
153.266,11.79000000000002
165.12,4.096000000000004
170.624,33.792
205.424,21.135999999999996
226.848,53.13599999999997
281.392,40.68799999999999
324.897,26.319000000000017
353.079,18.810000000000002
374.432,8.087999999999965
384.88,16.76800000000003
402.639,32.281000000000006
435.196,20.573999999999955
458.62,52.89799999999997
513.136,31.175000000000068
544.32,6.367999999999938
552.016,10.800000000000068
562.96,10.336000000000013
574.992,5.968000000000075
582.208,9.567999999999984
592.976,6.655999999999949
600.912,22.73599999999999
624.016,2.7040000000000646
628.064,2.9320000000000164
635.04,6.416000000000054
641.52,12.73599999999999
655.326,32.370000000000005
689.312,20.24000000000001
709.568,8.576000000000022
719.056,8.754999999999995
729.184,25.87200000000007
755.648,1.7999999999999545
764.912,14.41599999999994
780.448,7.312000000000012
790.304,2.2649999999999864
795.552,44.384000000000015
842.336,7.024000000000001
851.2,15.168000000000006
867.84,48.851
918.369,3.7269999999999754
923.856,6.560000000000059
933.712,39.98400000000004
973.904,0.7680000000000291
976.336,1.6319999999999482
980.576,11.120000000000005
993.876,10.524000000000001
1005.376,10.495999999999981
1017.776,1.0720000000000027
1019.888,47.74400000000003
1068.944,9.104000000000042
1079.728,6.655999999999949
1091.627,5.013000000000147
1097.936,4.160000000000082
