start,duration,count
0.0,6.08,0
6.08,0.3360000000000003,1
6.416,4.911999999999999,0
11.328,0.23399999999999999,1
11.562,1.2350000000000012,2
12.797,0.18399999999999928,3
12.981,0.36400000000000077,2
13.345,0.28500000000000014,1
13.63,2.6579999999999995,0
16.288,0.4280000000000008,1
16.716,1.3959999999999972,0
18.112,1.6970000000000027,1
19.809,0.9909999999999997,2
20.8,0.2560000000000002,1
21.056,0.6409999999999982,2
21.697,0.4770000000000003,1
22.174,0.41799999999999926,0
22.592,1.1040000000000028,1
23.696,0.2560000000000002,0
23.952,1.136999999999997,1
25.089,7.242000000000004,0
32.331,0.1489999999999938,1
32.48,2.912000000000006,2
35.392,1.695999999999998,1
37.088,0.9159999999999968,2
38.004,1.2409999999999997,1
39.245,0.7020000000000053,0
39.947,0.7859999999999943,1
40.733,0.6310000000000002,2
41.364,0.43200000000000216,1
41.796,2.0889999999999986,2
43.885,0.5949999999999989,1
44.48,1.051000000000002,2
45.531,0.8590000000000018,1
46.39,1.6330000000000027,0
48.023,2.184999999999995,1
50.208,8.285000000000004,0
58.493,1.3999999999999986,1
59.893,0.6319999999999979,2
60.525,0.17900000000000205,1
60.704,0.011000000000002785,0
60.715,0.7399999999999949,1
61.455,1.2590000000000003,0
62.714,0.2610000000000028,1
62.975,0.5739999999999981,2
63.549,0.9149999999999991,3
64.464,0.5130000000000052,2
64.977,0.6229999999999905,1
65.6,0.4000000000000057,0
66.0,0.8799999999999955,1
66.88,7.9680000000000035,0
74.848,1.2780000000000058,1
76.126,1.524000000000001,0
77.65,1.9499999999999886,1
79.6,1.3120000000000118,0
80.912,0.7839999999999918,1
81.696,1.0079999999999956,0
82.704,1.5040000000000049,1
84.208,2.1099999999999994,2
86.318,0.6260000000000048,1
86.944,4.671999999999997,0
91.616,0.480000000000004,1
92.096,0.5439999999999969,2
92.64,2.2240000000000038,1
94.864,2.0309999999999917,0
96.895,2.457000000000008,1
99.352,7.214999999999989,0
106.567,2.3290000000000077,1
108.896,0.8319999999999936,2
109.728,0.3680000000000092,3
110.096,0.10699999999999932,2
110.203,1.4449999999999932,1
111.648,0.2049999999999983,0
111.853,0.402000000000001,1
112.255,0.5490000000000066,2
112.804,1.3190000000000026,1
114.123,0.3569999999999993,0
114.48,0.4899999999999949,1
